id,related_scenes,question,answer,related_context,question_type,question_source
1,64、EXT. ALLEY,Why does Sammael leap over the wall?,He was hit by the green goo explosion.,"It hits him square in the chest: an explosion of green goo!! With a shriek, the thing leaps over a wall.",Causal-Motivational Reasoning,broad_coverage_scene
2,"54、INT. ""MAGIK EXHIBITION"" HALL - NIGHT",What does Hellboy say about the smell in the room?,It stinks in here -- Finely aged roadkill.,HELLBOY (whispers into radio) Blue: It stinks in here -- Finely aged roadkill.,Character Understanding,broad_coverage_scene
3,51、EXT. COURTYARD / LOADING DOCK MACHEN LIBRARY - NIGHT,What does Clay instruct regarding the doors?,Seal the doors. Red and Blue are coming in.,Seal the doors. Red and Blue are coming in.,Character Understanding,broad_coverage_scene
4,59、INT. MACHEN LIBRARY - MAGIK EXHIBIT HALL - NIGHT,How does Hellboy end up crashing into the brass doors?,"Sammael swings an arm, causing Hellboy to crash into the brass doors.","BAMMM!! From out of nowhere, Sammael appears and swings an arm!! Hellboy CRASHES into the brass doors!",Scene Grounding,broad_coverage_scene
5,62、EXT. AN ALLEY - BEHIND MACHEN LIBRARY - NIGHT,When does the tongue attack occur?,Before Hellboy can reach the weapon,Before Hellboy can reach the weapon -- WSHHHP!!! A 7-foot tongue lashes out,Temporal Reasoning,broad_coverage_scene
6,53、INT. MAIN CORRIDOR / MACHEN LIBRARY (SET) - NIGHT,What does Abe do with his hand before touching the door?,Removes a leather glove and spreads his webbed fingers.,Abe removes a leather glove from his hand. FWAP!! he spreads his webbed fingers on the door.,Scene Grounding,broad_coverage_scene
7,55、INT. MAIN CORRIDOR / MACHEN LIBRARY (SET) - NIGHT,What did Abe find in one of the books?,"A small, medieval engraving of Sammael","Abe has found a small, medieval engraving of Sammael in one of the books.",Scene Grounding,broad_coverage_scene
8,12、EXT. THE HILLTOP - ALLIED SOLDIERS - NIGHT,"In [12、EXT. THE HILLTOP - ALLIED SOLDIERS - NIGHT], What is the behavioral state of Broom and Whitman?",Diving into a ditch to avoid a German foot patrol.,Broom and Whitman dive into a ditch barely in time to avoid a German foot patrol.,Character Understanding,broad_coverage_scene
9,20、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,"In [20、EXT. ABBEY RUINS - ALTAR AREA - NIGHT], What remains after the cosmic portal implodes?","Burnt rails and an empty, smoking metal glove","a few burnt rails and the metal glove, empty and smoking",Scene Grounding,broad_coverage_scene
10,13、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,"In [13、EXT. ABBEY RUINS - ALTAR AREA - NIGHT], What object is inserted into the machine by one of the Nazi scientists?",A 20-inch solid gold cylinder,One of them inserts a 20 inch SOLID GOLD CYLINDER into the machine.,Scene Grounding,broad_coverage_scene
11,55、INT. MAIN CORRIDOR / MACHEN LIBRARY (SET) - NIGHT,What description is given of Sammael in the text?,"The desolate one, son of Nergal","There's not much here: the entity's name is Sammael, the desolate one, son of Nergal --",Scene Grounding,broad_coverage_scene
12,3、INT. SUBMARINE STATEROOM - NIGHT,Why is Broom carrying the wooden box?,To transport books and amulets for his mission.,"Broom grabs a worn-down wooden box full of books and amulets... This is an important mission, Sgt. Whitman.",Causal-Motivational Reasoning,broad_coverage_scene
13,16、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,What is Grigory doing as his body rises?,"Screaming with his body rising, veins swollen in his neck, face distorted by ecstasy and pain","Grigory screams as his body rises. Veins swell in his neck, his face distorted by ecstasy and pain.",Scene Grounding,broad_coverage_scene
14,19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,"In [19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT], What object does the Nazi scientist reach for before the explosion?",A gold cylinder,The NAZI SCIENTIST reaches for a second GOLD CYLINDER.,Scene Grounding,broad_coverage_scene
15,4、INT/EXT. SCOTLAND - TUNNEL - NIGHT,"In [4、INT/EXT. SCOTLAND - TUNNEL - NIGHT], What is Whitman's emotional state when responding to Broom?",Impatient,Whitman's dialogue is accompanied by '(impatient)',Character Understanding,broad_coverage_scene
16,37、EXT. B.P.R.D. BUILDING COMPLEX - DAY,"In [37、EXT. B.P.R.D. BUILDING COMPLEX - DAY], Where is the high-tech complex situated?",On a wooded hill in New Jersey at the edge of a bluff,"On a wooded, new jersey hill, a low-slung, high-tech complex rests at the edge of a bluff",Scene Grounding,broad_coverage_scene
17,38、EXT. B.P.R.D. COMPLEX - GATE ENTRANCE - DAY,"In [38、EXT. B.P.R.D. COMPLEX - GATE ENTRANCE - DAY], What is Myers' physical condition?",Very wet and shivering,"very wet YOUNG MAN named MYERS, shivering",Character Understanding,broad_coverage_scene
18,24、EXT. CHAPEL RUINS - NIGHT,When does Matlin take the photo?,After directing the soldiers into a group shot,Matlin prepares his camera and directs them into a group shot. CLICK!!!,Temporal Reasoning,broad_coverage_scene
19,35、INT. DOCTORS OFFICE - EXAMINATION ROOM - DAY,What does Broom say about getting a second opinion?,He says it won't be necessary.,BROOM: 'That won't be necessary.',Character Understanding,broad_coverage_scene
20,31、INT. ICE CAVE - MAIN NAVE - DAY,"In [31、INT. ICE CAVE - MAIN NAVE - DAY], Where is the scene set?",A cathedral-like vault,A cathedral-like vault that could easily hold a stadium.,Scene Grounding,broad_coverage_scene
21,"29、EXT. HIGH MOUNTAINS (SET), EASTERN EUROPE - DAY","In [29、EXT. HIGH MOUNTAINS (SET), EASTERN EUROPE - DAY], What is the guide's emotional state when examining his pay?",Greedy,examines his pay greedily,Character Understanding,broad_coverage_scene
22,"28、EXT. HIGH MOUNTAINS, EASTERN EUROPE - DAY","In [28、EXT. HIGH MOUNTAINS, EASTERN EUROPE - DAY], Where do the three figures climb during the snowstorm?","Birgau Pass, Moldavia","Super: BIRGAU PASS, MOLDAVIA, PRESENT DAY.",Scene Grounding,broad_coverage_scene
23,46、INT. HELLBOY'S DEN - NIGHT,What does Hellboy say about the comics?,They never got the eyes right.,Those comics -- They never got the eyes right.,Character Understanding,broad_coverage_scene
24,8、EXT. NEARBY - BROOM - NIGHT,Why does Broom say they don't have forty minutes?,The backup from Londonderry is forty minutes away.,"RADIO MAN: Londonderry, sir. Forty minutes away. BROOM: We don't have forty minutes.",Causal-Motivational Reasoning,broad_coverage_scene
25,63、EXT. AN ALLEY - BEHIND MACHEN LIBRARY - NIGHT,When does Hellboy hand Myers the gun and a fresh clip?,After Hellboy tries to reload but his arm hurts.,"He grabs his gun and tries to reload, but his arm hurts too much. Hellboy... Here -- He hands him the gun and a fresh clip.",Temporal Reasoning,broad_coverage_scene
26,10、EXT. BEHIND THE ALTAR - NIGHT,"In [10、EXT. BEHIND THE ALTAR - NIGHT], What symbol is engraved on Von Krupt's pocket watch?",A swastika,On the gold lid: a SWASTIKA.,Scene Grounding,broad_coverage_scene
27,1、INT. DARKROOM - INTERVIEW,What does OLD MATLIN claim to possess?,the negative,But I have the negative.,Character Understanding,broad_coverage_scene
28,66、EXT. WEST SIDE STREET - NIGHT,What happens to the 4X4 after Hellboy stops it?,It somersaults over them and lands with a thud.,"The impact somersaults the car over them both. It lands with a thud on the street, air bags exploding.",Scene Grounding,broad_coverage_scene
29,50、INT./EXT. GARBAGE TRUCK LAB - LIBRARY CROWD - NIGHT,"In [50、INT./EXT. GARBAGE TRUCK LAB - LIBRARY CROWD - NIGHT], What does Abe claim about Hellboy's dating prospects?","Liz left us, Red. Take the hint.","ABE Liz left us, Red. Take the hint.",Character Understanding,broad_coverage_scene
30,19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,"In [19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT], What item does Broom grab from a dead G.I.'s belt?",A grenade,Broom crawls to a dead G.I. and grabs a grenade from his belt.,Scene Grounding,broad_coverage_scene
31,21、EXT. INSIDE THE CHURCH - NIGHT,"In [21、EXT. INSIDE THE CHURCH - NIGHT], What does Broom pick up from the outer rings of the smoking machine?","A sample of white, viscous goo","He picks up a sample of white, viscous goo from the outer rings of the smoking machine.",Scene Grounding,broad_coverage_scene
32,"18、EXT. RUINS, IN THE UNDERBRUSH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT",What does Broom state about the creature after wrapping it in a blanket?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
33,"3、INT. SUBMARINE STATEROOM - NIGHT | 8、EXT. NEARBY - BROOM - NIGHT | 18、EXT. RUINS, IN THE UNDERBRUSH - NIGHT",When did Broom realize the portal was open?,Broom realized the portal was open after the Nazi scientist stepped toward the box holding the gold cylinders and paused beside it.,"The Nazi scientist stepped toward the box holding the gold cylinders and paused beside it. Broom turned to Whitman, his voice a fierce whisper. 'Listen to me!!! The portal is open!!! We have to stop them!!!'",Temporal Reasoning,broad_coverage_event_chain
34,6、EXT. DITCH | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT,What does Broom state about the creature after it climbs into his arms?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
35,17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT,What does Broom state about the creature after it climbs into his arms?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
36,6、EXT. DITCH | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT,What does Broom state about the creature after it takes the candy bar?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
37,11、EXT. ABBEY RUINS - ALTAR AREA - CEREMONY - NIGHT | 13、EXT. ABBEY RUINS - ALTAR AREA - NIGHT | 19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,What does Grigory do to activate the machine?,Grigory whispers an incantation and flexes his fingers to activate the machine.,"Grigory stands at the top of the altar, cables trailing behind him. He leans over the machine and whispers, 'Ragnarok, Anung Ia Anung.' As he flexes his fingers, the two metal rings surrounding the machine's central axis begin to swing. A sharp TCHINK! echoes, followed by a rising WHIRRR! Steam bursts from the ducts and pipes.",Character Understanding,broad_coverage_event_chain
38,11、EXT. ABBEY RUINS - ALTAR AREA - CEREMONY - NIGHT | 13、EXT. ABBEY RUINS - ALTAR AREA - NIGHT | 19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT | 20、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,What does Grigory state about the machine before activating it?,Grigory does not make any statement about the machine; he only whispers an incantation to activate it.,"He leans over the machine and whispers, 'Ragnarok, Anung Ia Anung.'",Character Understanding,broad_coverage_event_chain
39,23、EXT. INSIDE CHAPEL RUINS - NIGHT | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT,What does Broom state about the creature after it takes the candy bar?,"Broom states that the creature is a boy, just a baby boy.","After the creature takes the candy, Broom smiles and says, 'It’s a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
40,"29、EXT. HIGH MOUNTAINS (SET), EASTERN EUROPE - DAY | 30、INT. ICE CAVE - SMALL CORRIDOR - DAY | 29、EXT. HIGH MOUNTAINS (SET), EASTERN EUROPE - DAY",What does Figure 1 state about the symbol carved into the rocky ground?,Figure 1 states that the symbol matches an illustration in the leather-bound book.,"Figure 1 stops and notices a symbol carved into the rocky ground. They take out Grigory's leather-bound book and flip through its pages, eventually finding an illustration that matches the symbol.",Character Understanding,broad_coverage_event_chain
41,40、INT. B.P.R.D. LOBBY - DAY | 38、EXT. B.P.R.D. COMPLEX - GATE ENTRANCE - DAY | 40、INT. B.P.R.D. LOBBY - DAY,What happens after Myers positions his eye into the eyepiece at the gate system?,"The scanner emits two violet flashes, displays his identification details including badge number, and then the gate unlocks and opens.","A brief pause follows, then two violet flashes illuminate the scanner. His identification details, including badge number, appear on the screen. With a sharp clack, the gate unlocks and swings open.",Temporal Reasoning,broad_coverage_event_chain
42,6、EXT. DITCH | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT,What does Broom state about the creature after it takes the candy bar?,Broom states that the creature is a boy and just a baby boy.,"After the creature reaches for the candy and the stone fingers snatch it, Broom smiles and says, 'It’s a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
43,"17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 18、EXT. RUINS, IN THE UNDERBRUSH - NIGHT | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT",What does Broom state about the creature after wrapping it in a blanket?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
44,17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT,What does Broom state about the creature after it climbs into his arms?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
45,38、EXT. B.P.R.D. COMPLEX - GATE ENTRANCE - DAY | 43、INT. B.P.R.D. - CONCRETE CHAMBER 51 - DUSK | 44、INT. BROOMS OFFICE (FULL AQUARIUM)- DUSK,What does Broom state about the organization's purpose?,"Broom states that the organization confronts supernatural threats, emphasizing that while there are things that go bump in the night, they are the ones who bump back.","Broom adds that there are things that go bump in the night and states, 'We are the ones who bump back.'",Character Understanding,broad_coverage_event_chain
46,"17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 18、EXT. RUINS, IN THE UNDERBRUSH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT",What does Broom state about the creature after it climbs into his arms?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",Character Understanding,broad_coverage_event_chain
47,111、INT. (SET/LOCATION BUILT SUGAR FACTORY) FURNACE ROOM - DAY|118、INT. ABANDONED SHOWER ROOM (SET) - DAY,How should their adversarial relationship be described?,from ongoing adversaries to immediate adversaries,"Earlier, the relationship between Hellboy and Kroenen is marked by ongoing adversaries; later, it shifts to immediate adversaries.",Role-Relation Continuity,supplementary_cross_scene
48,118、INT. ABANDONED SHOWER ROOM (SET) - DAY|194、INT. HEXAGONAL STONE LAB - DAY,How should the relationship between Hellboy and Kroenen be characterized by the time they face off in the stone lab?,from immediate adversaries to declared enemies,"Earlier, the relationship between Hellboy and Kroenen is marked by immediate adversaries; later, it shifts to declared enemies.",Role-Relation Continuity,supplementary_cross_scene
49,23、EXT. INSIDE CHAPEL RUINS - NIGHT,What event alerts the group to the creature's presence before Broom offers it candy?,The group hears labored breathing of an unseen creature,The group hears the labored breathing of a living creature.,Narrative Progression,supplementary_cross_scene
50,23、EXT. INSIDE CHAPEL RUINS - NIGHT,What sound do the characters hear that makes them realize the red creature might not be a threat and leads to a change in their approach?,The group hears labored breathing of an unseen creature,From Episode unit 2: The group hears the labored breathing of a living creature.,Narrative Progression,supplementary_cross_scene
