id,related_scenes,question,answer,related_context,question_type,question_source
1,73、公园，夜，外,在[73、公园，夜，外]中，徐太宇提到的溜冰摔不倒的秘诀是什么？,不要怕摔倒,徐太宇将林真心一把推出很远：那就是不要怕摔倒。,Character Understanding,broad_coverage_scene
2,75、操场，日，外,林真心在内心独白中表达了什么观点？,让你第一个砸下水球的人，不是你讨厌他，而是你的眼里只有他。,林真心内心独白：很多年以后我们才知道，让你第一个砸下水球的人，不是你讨厌他，而是你的眼里只有他。,Character Understanding,broad_coverage_scene
3,13、福利社，日，外,"在[13、福利社，日，外]中, 林真心对欧阳非凡的行为有何反应？",她愣住并花痴地看着他。,林真心愣在原地，然后回过头花痴般看着欧阳非凡。,Character Understanding,broad_coverage_scene
4,47、办公室，日，内,在[47、办公室，日，内]中，为什么徐太宇三年级转学后仍被高中录取？,因为他曾是数理资优班并参加奥林匹亚竞赛,三年级才转学为什么一高还愿意收你进来吗？那是因为你国中念得是数理资优班，还代表学校参加奥林匹亚的竞赛。,Causal-Motivational Reasoning,broad_coverage_scene
5,80、空地，夜，外,徐太宇在承诺中提到什么条件？,麻酱面要分开,徐太宇：麻酱面，麻酱跟面还是要分开。,Character Understanding,broad_coverage_scene
6,12、教学楼门口，日，外,"在[12、教学楼门口，日，外]中, 何美有什么样的性格特点？",生性活泼，但有点活泼过了头。,林真心内心独白：这是何美，生性活泼，但，有点活泼过了头。,Character Understanding,broad_coverage_scene
7,72、林真心卧室，夜，内,林真心在写信时发现了什么？,有人在往他们家的窗户上扔石子,突然发现有人在往他们家的窗户上扔石子,Scene Grounding,broad_coverage_scene
8,47、办公室，日，内,徐太宇承认写信后，为什么两位老师发生争吵？,因为两人争执谁先惩罚徐太宇,两个老师继续因为谁先惩罚徐太宇的问题争吵。,Causal-Motivational Reasoning,broad_coverage_scene
9,49、篮球场，日，外,"在[49、篮球场，日，外]中, 林真心从哪里找到了徐太宇和欧阳非凡的名字？",崇德国中的校录,从崇德国中的校录里找到了徐太宇和欧阳非凡的名字,Scene Grounding,broad_coverage_scene
10,10、书店，日，内,在[10、书店，日，内]中，林真心最大的梦想是什么？,和偶像碰面,最大的梦想是有一天能和偶像碰面,Character Understanding,broad_coverage_scene
11,23、教学楼楼顶，日，外,"在[23、教学楼楼顶，日，外]中, 林真心的情绪状态如何？",感到被困,林真心内心独白：一高，从此被困在他的魔掌之中。,Character Understanding,broad_coverage_scene
12,79、树林，夜，外,徐太宇如何知道陶敏敏寄幸运信给老师？,他推测陶敏敏收到过一模一样的信，所以知道有人寄给老师。,徐太宇：谁会知道班上有人在写幸运信啊，当然是一开始写信给你的人，如果陶敏敏收到过跟自己一模一样的信，她才会知道，一定她自己害的同学里面有人把幸运信寄给了老师,Character Understanding,broad_coverage_scene
