id,related_scenes,question,answer,related_context,question_type,question_source
1,73、EXT. STREETS - NIGHT,What does Louis long for?,One second's peace,longed for one second's peace,Character Understanding,broad_coverage_scene
2,58、INT. PARLOUR - NIGHT,What does Louis say about Claudia?,"Mute and beautiful, she killed. And to watch her kill was chilling.","LOUIS (V.O.) Mute and beautiful, she killed. And to watch her kill was chilling.",Character Understanding,broad_coverage_scene
3,47、INT. HOUSE - NIGHT,What does 'Merciful Death' refer to in the passage?,"A concept referenced by Lestat, implying a death seen as kind or compassionate.",LESTAT: 'Merciful Death how you love your precious guilt.',Scene Grounding,broad_coverage_scene
4,23、INT. FRENCH QUARTER MANSION - BALLROOM,"In [23、INT. FRENCH QUARTER MANSION - BALLROOM], What is Lestat's emotional state when he looks at the youth?",Longing,Lestat stares at the youth with longing.,Character Understanding,broad_coverage_scene
5,17、INT. MANSION - NIGHT,"In [17、INT. MANSION - NIGHT], What does Louis see in the full-length mirror?",His own reflection as a perfect vampire,Louis goes to a full-length mirror and sees his own reflection there - quite the perfect vampire.,Scene Grounding,broad_coverage_scene
6,45、INT. INN - EVENING,How does Lestat kill the first whore?,"He presses his thumb on her neck, holds her tight, and sinks his teeth into her neck, killing her.","He presses his thumb on her neck and holds her tight, sinking his teeth into her neck. After a time she falls to the bed, dead.",Scene Grounding,broad_coverage_scene
7,19、INT. BASEMENT - POINTE DU LAC,"In [19、INT. BASEMENT - POINTE DU LAC], What emotional state does Louis display when entering the coffin?",Fearful yet fascinated,"Louis crawls into the coffin, fearful yet fascinated.",Character Understanding,broad_coverage_scene
8,51、INT. SEWER-PIPE - EVENING,What is Lestat's definition of 'evil'?,A point of view.,Evil is a point of view.,Scene Grounding,broad_coverage_scene
9,45、INT. INN - EVENING,What does Lestat do with the girl's blood?,He slashes her wrist with his teeth and lets the blood drip into a glass.,"He slashes her wrist with his teeth, and lets the blood drip into a glass.",Scene Grounding,broad_coverage_scene
10,2、EXT. LOUISIANA - DAY,"In [2、EXT. LOUISIANA - DAY], What is Louis's emotional state?",Louis is grieving and overwhelmed by sorrow.,I couldn't bear the pain of their loss. I longed for a release from it.,Character Understanding,broad_coverage_scene
11,15、INT. ROOM. SAN FRANCISCO - NIGHT,How does Louis respond to the stake-through-the-heart story?,Louis dismisses it with 'Bull shit',LOUIS: ...As you would say today... Bull shit.,Scene Grounding,broad_coverage_scene
12,10、INT. LOUIS BEDROOM - NIGHT,What does Louis believe about the sunrise?,It is his last sunrise as a human.,LOUIS (V.O.) My last sunrise. That morning I was not yet a vampire...,Character Understanding,broad_coverage_scene
13,19、INT. BASEMENT - POINTE DU LAC,"In [19、INT. BASEMENT - POINTE DU LAC], What emotional state does Lestat exhibit when interacting with Louis?",Apprehensive and protective,Lestat is apprehensive and protective of Louis.,Character Understanding,broad_coverage_scene
14,14、EXT. GRAVEYARD - NIGHT,"In [14、EXT. GRAVEYARD - NIGHT], What does Louis say to God at his wife's grave?","Dear God, what have I become????","LOUIS Dear God, what have I become????",Character Understanding,broad_coverage_scene
15,43、INT. ROOM. SAN FRANCISCO - NIGHT,What does Louis do when he answers Malloy's question about loving Yvette?,"Looks directly at Malloy, shocking him with his gaze.","He looks directly at Malloy, shocking him with his gaze.",Scene Grounding,broad_coverage_scene
16,37、EXT. SLAVE QUARTERS - NIGHT,What do the slaves do after the drumming stops?,They look towards the house and slowly begin to move towards it.,"The drumming stops. The slaves look towards the house. Slowly, they begin to move towards it.",Scene Grounding,broad_coverage_scene
17,38、INT. POINTE DU LAC DINING ROOM - NIGHT,What happens when Louis kisses Yvette's wrist?,"She gasps, withdraws her hand, and sees her wrist is red with blood.","He kisses her wrist. She suddenly gasps, sharply, withdraws her hand. She sees her wrist is red with blood.",Scene Grounding,broad_coverage_scene
18,16、EXT. MANSION - NIGHT,Why does Louis now look like a fully-fledged vampire?,"He killed someone, losing his life and taking another's.",Killing is no ordinary act... I had lost my own life and taken another's.,Causal-Motivational Reasoning,broad_coverage_scene
19,21、EXT. NEW ORLEANS - NIGHT,"In [21、EXT. NEW ORLEANS - NIGHT], What emotional state is Louis in while observing Lestat?",Appalled and fascinated.,"Louis, who if appalled and fascinated",Character Understanding,broad_coverage_scene
20,43、INT. ROOM. SAN FRANCISCO - NIGHT,What does Louis say about his love for Yvette and other things he loved?,"Yes, I loved Yvette. As I loved Pointe Du Lac. And as with each thing I loved, I destroyed it.","Yes, I loved Yvette. As I loved Pointe Du Lac. And as with each thing I loved, I destroyed it.",Scene Grounding,broad_coverage_scene
21,74、INT. CATHEDRAL - NIGHT,What does Louis question about the statues in the cathedral?,He questions if they give an image to nothing.,What if the statues gave an image to nothing?,Character Understanding,broad_coverage_scene
22,67、INT. CLAUDIA'S BEDROOM - NIGHT,"In [67、INT. CLAUDIA'S BEDROOM - NIGHT], What does Claudia claim Lestat calls Louis?",Merciful death.,You know what he calls you? Merciful death.,Character Understanding,broad_coverage_scene
23,24、EXT. LAWNS - NIGHT,When do the poodles growl?,After Louis decides not to kill the widow,He can't do it. The poodles growl.,Temporal Reasoning,broad_coverage_scene
24,24、EXT. LAWNS - NIGHT,When does the widow remember the melody?,After Louis bites her and she swoons,"She swoons. WIDOW ST. CLAIR Yes, that's the melody...",Temporal Reasoning,broad_coverage_scene
25,39、EXT. MANSION - NIGHT,What does Louis do with the candelabra after rushing up the stairs?,snatches up the candelabra and sets fire to the drapes,"He rushed up the stairs, snatches up the candelabra and sets fire to the drapes.",Scene Grounding,broad_coverage_scene
26,69、INT. FLAT - NIGHT,What question does Claudia ask Lestat about the timing of the gift?,Why always on this night?,CLAUDIA: Why always on this night?,Character Understanding,broad_coverage_scene
27,11、EXT. PLANTATION - NIGHT,"In [11、EXT. PLANTATION - NIGHT], What object does the overseer drop when Lestat confronts him?",The bloodied whip,The overseer drops the whip and runs for the trees.,Scene Grounding,broad_coverage_scene
28,69、INT. FLAT - NIGHT,What does Claudia say when Lestat gives her another doll?,"Another doll? I have ten, you realize.","CLAUDIA: Another doll? I have ten, you realize.",Character Understanding,broad_coverage_scene
29,6、INT. ROOM - SAN FRANCISCO,Why does Louis insist the Gift of Darkness requires more than Malloy's explanation?,To indicate Malloy's understanding is incomplete,"The Gift of Darkness requires more than that, as you'll see.",Causal-Motivational Reasoning,broad_coverage_scene
30,1、INT. ROOM - NIGHT (SAN FRANCISCO),"In [1、INT. ROOM - NIGHT (SAN FRANCISCO)], What is Louis's identity?",A vampire.,I'm a vampire.,Character Understanding,broad_coverage_scene
31,47、INT. HOUSE - NIGHT,What is the 'plague' mentioned in the passage?,A disease that would have killed the mother within hours.,LESTAT: 'The plague would have got her within hours anyway.',Scene Grounding,broad_coverage_scene
32,48、EXT. STREETS - NIGHT,What belief does Louis express about peace?,Peace is found through killing and hearing a heart's rhythm.,I knew peace only when I killed and when I heard her heart in that terrible rhythm I knew again what peace could be.,Character Understanding,broad_coverage_scene
33,44、EXT. NEW ORLEANS - EVENING,What is the setting of the scene?,"From the sea at evening, shrouded in mist.","From the sea, at evening, shrouded in mist.",Scene Grounding,broad_coverage_scene
34,30、EXT. CHICKEN-COOP - NIGHT,What is the condition of the chickens in the scene?,Bloodied necks hanging down from the cribs,"Every chicken is dead, bloodies necks hanging down from the cribs",Scene Grounding,broad_coverage_scene
35,37、EXT. SLAVE QUARTERS - NIGHT,What action does Lestat take that causes the drumming to stop?,"Lestat rides through, scattering the flames.","Lestat rides through, scattering the flames.",Scene Grounding,broad_coverage_scene
36,3、INT. WATERFRONT TAVERN - NIGHT,When does Louis pocket the coins?,After the gambler lowers his gun,"The Gambler lowers his gun, scowling. Louis pockets the fistfulls of coins he has won.",Temporal Reasoning,broad_coverage_scene
37,8、INT. LAVISH FRENCH-FURNISHED BEDROOM AT POINT DU LAC,"In [8、INT. LAVISH FRENCH-FURNISHED BEDROOM AT POINT DU LAC], Where is Louis when he is delirious?",In a room with a four-poster bed shrouded in mosquito netting,"Louis is delirious in a four-poster bed, shrouded with mosquito netting",Scene Grounding,broad_coverage_scene
38,74、INT. CATHEDRAL - NIGHT,What belief does Louis express about himself in the cathedral?,He believes he is the supernatural in the cathedral.,I was the supernatural in this cathedral.,Character Understanding,broad_coverage_scene
39,36、INT. DINING ROOM IN MANSION - NIGHT,How does Lestat leave the scene after their argument?,humming a French aria,"He walks out, humming a French aria.",Scene Grounding,broad_coverage_scene
40,31、EXT. SLAVE QUARTER - NIGHT,What do others do at the doorways during the scene?,Restrain and console the woman,restrain and console her,Scene Grounding,broad_coverage_scene
41,12、EXT. POINTE DU LAC - NIGHT,"In [12、EXT. POINTE DU LAC - NIGHT], Why does Lestat want Louis?",Because Louis is as strong as he was when alive,LESTAT: 'Because you're as strong as I was when I was alive',Causal-Motivational Reasoning,broad_coverage_scene
42,16、EXT. MANSION - NIGHT,What causes Louis to feel guilt and regret?,His act of killing.,I was drowning in a sea of human guilt and regret...,Causal-Motivational Reasoning,broad_coverage_scene
43,66、INT. PARLOUR - NIGHT,What does Lestat say to Claudia when he enters the room?,"He tells her, 'Never in the house!'","LESTAT: Claudia, Claudia! Didn't I tell you, never in the house!",Character Understanding,broad_coverage_scene
44,57、INT. CLAUDIA'S BEDROOM,"In [57、INT. CLAUDIA'S BEDROOM], What action does Claudia perform with the dolls?",Dressing and undressing them,"Mute and beautiful, she played with dolls, dressing them and undressing them by the hour.",Scene Grounding,broad_coverage_scene
45,40、INT. BURNING MANSION - NIGHT,"In [40、INT. BURNING MANSION - NIGHT], Where does Louis see paintings of his wife consumed by flames?",In the burning mansion,wandering from room to room of the burning mansion,Scene Grounding,broad_coverage_scene
46,39、EXT. MANSION - NIGHT,How does Louis ignite the interior of the mansion?,"goes from window to window, lighting drapes, lace curtains, everything","He goes from window to window, lighting drapes, lace curtains, everything.",Scene Grounding,broad_coverage_scene
47,7、EXT. WATERFRONT - DAY,"In [7、EXT. WATERFRONT - DAY], What state does Louis describe experiencing after being left by someone?",Half dead,He left me half dead that morning.,Character Understanding,broad_coverage_scene
48,41、EXT. LARGE GRAVEYARD - DAWN,How is Louis being transported?,Carried over Lestat's shoulder,"Louis, unconscious, carried over Lestat's shoulder",Scene Grounding,broad_coverage_scene
49,13、EXT. CEMETERY - NIGHT | 40、INT. BURNING MANSION - NIGHT | 47、INT. HOUSE - NIGHT,What does Lestat state about Louis's guilt and the child's fate?,Lestat states that Louis clings to his guilt and that the child would have died from the plague soon anyway.,"Lestat calls after Louis that he is what he is, mocks his love for guilt, and says the plague would have taken the child within hours.",Character Understanding,broad_coverage_event_chain
50,2、EXT. LOUISIANA - DAY | 13、EXT. CEMETERY - NIGHT | 17、INT. MANSION - NIGHT,What does Louis state about his reflection when he sees himself in the mirror?,Louis states that seeing his reflection cannot be real.,"Louis whispers that it cannot be real when he sees his unchanged, youthful appearance in the mirror.",Character Understanding,broad_coverage_event_chain
51,47、INT. HOUSE - NIGHT,What does Lestat state about Louis's attachment to guilt?,Lestat states that Louis is merciful for clinging to his guilt.,"Lestat calls after Louis, saying he is what he is, and laughs, calling him merciful for clinging to guilt.",Character Understanding,broad_coverage_scene
