id,related_scenes,question,answer,related_context,question_type,question_source
1,40、医院，日，外,谢小盟为什么坚持让菁菁上车？,担心她身体虚弱，不放心她独自离开,谢小盟：'你现在身体好虚弱，我怎么放心让你一个人走？',Causal-Motivational Reasoning,broad_coverage_scene
2,85、文庙展厅，日，内,"在[85、文庙展厅，日，内]中, 黑皮在展厅的行为表现出什么情绪？",愤怒和挑衅,我给你们说别动手动脚啊，想打架是不是！来呀，一起上！操你妈！,Character Understanding,broad_coverage_scene
3,19、文庙卫生间，日，内,"在[19、文庙卫生间，日，内]中, 包世宏在小便器前的状态如何？",表情狰狞，无法排尿,包世宏小解，尿不出来，他狠命的运着气，表情狰狞,Character Understanding,broad_coverage_scene
4,1.缆车内外，日，外,"在[1.缆车内外，日，外]中, 谢小盟被殴打的场景发生在哪里？",陈旧的缆车箱内,陈旧的缆车箱内的其他人瞬间消失，空空的车厢只有莫西干头在酣畅的拳击谢小盟,Scene Grounding,broad_coverage_scene
5,2.医院门诊室，日，内,包世宏如何描述自己的情况？,没孩子，结婚三年了，查不出原因。,包世宏回过神来，尴尬的笑笑，悄声：“没孩子，结婚三年了，查不出原因。”,Character Understanding,broad_coverage_scene
6,18、厂长家，夜，内,"在[18、厂长家，夜，内]中, 谢小盟的情绪状态如何？",害怕，求饶,谢小盟抱头鼠窜：别打脸，别打脸！,Character Understanding,broad_coverage_scene
7,67、文庙院内，日，外,"在[67、文庙院内，日，外]中, 谢小盟装进兜里的物品是什么？",翡翠莲花赝品,挑了一个赝品……装进兜里,Scene Grounding,broad_coverage_scene
8,32、文庙外售票窗前，日，外,小军如何处理菁菁手中的钱？,抽出来两张钱塞进自己兜里,（从菁菁手里抽出来两张，塞到自己兜里）,Scene Grounding,broad_coverage_scene
9,25、机场外，日，外,"在[25、机场外，日，外]中, 麦克在箱子被拿走后的情绪如何？",大惊，说‘shit!’,麦克大惊：‘shit!’,Character Understanding,broad_coverage_scene
10,37、厂长家客厅，日，内（调至外景）或加一场送翡翠自我陶醉。,谢小盟如何处理翡翠照片？,撕下并比划在菁菁脖子上,顺手将一张翡翠照片撕下来，比划在菁菁脖子上,Scene Grounding,broad_coverage_scene
11,76、卫生间，夜，内,"在[76、卫生间，夜，内]中, 马桶里有什么？",谢小盟的脑袋,马桶盖被掀开，谢小盟的脑袋被强行摁进马桶，冲水,Scene Grounding,broad_coverage_scene
12,13、文庙外，日，外,"在[13、文庙外，日，外]中, 谢小盟的腿伤情况如何？",腿缠绷带，使用拐棍和石膏脚套。,谢小盟腿缠绷带从出租车下来，拎着拐棍，夹着一个石膏脚套,Character Understanding,broad_coverage_scene
13,23、理发店，日，内,麦克如何展示他的刀法？,掷剃刀钉在墙壁标盘上,麦克一笑，掷出手中的剃刀。剃刀稳准狠地钉在墙壁的标盘上。,Scene Grounding,broad_coverage_scene
14,85、文庙展厅，日，内,"在[85、文庙展厅，日，内]中, 小军在尝试开锁时的状态如何？",紧张并出汗,脸上渗出汗水,Character Understanding,broad_coverage_scene
15,22、文庙展厅，日，内,包世宏为何质疑厂长的提问？,你又不给钱？还那么多意见！,"包世宏：""你又不给钱？还那么多意见！""",Character Understanding,broad_coverage_scene
16,20、别墅花园，日，内,"在[20、别墅花园，日，内]中, 冯董如何处理车本？",扔进火堆。,冯董顺手将车本扔进火堆。,Character Understanding,broad_coverage_scene
17,30、文庙院里，日，外,包世宏认为住到最便于监控的地方的目的是什么？,有效保护对象。,包世宏：“要想有效的保护对象，就要住到最便于监控的地方。”,Character Understanding,broad_coverage_scene
18,13、文庙外，日，外,"在[13、文庙外，日，外]中, 谢小盟的行动状态是怎样的？",需要拐棍和石膏脚套辅助行走。,拎着拐棍，夹着一个石膏脚套，走向文庙,Character Understanding,broad_coverage_scene
19,30、文庙院里，日，外,包世宏要求包下哪个房间？,对面招待所最边上那个房间。,包世宏：“对面招待所，最边上那个房间，包下来。”,Character Understanding,broad_coverage_scene
20,17、洗澡间，夜，内,谢小盟建议如何解决资金问题？,问你爸要，或假装被绑架,没钱？问你爸要啊……你们香港那边那么多黑社会，就说是你被绑架了,Character Understanding,broad_coverage_scene
21,29、文庙展厅，日，内 | 5、工厂外的街道，日，外,包世宏在发现烟头烫坏展布后，采取了什么具体行动来掩盖损坏？,他整理展布，调整翡翠的位置以盖住烫坏的地方，然后合上展柜并锁好，最后将钥匙揣进怀里。,包世宏发现展布被烫坏后，调整翡翠位置盖住黑疤，整理展布并锁好展柜。,Character Understanding,broad_coverage_event_chain
22,9、居民楼前，日，外,在交警因远处撞车声分心并离开后，道哥表现出怎样的心理状态？,道哥感到后怕并认为继续从事当前的买卖风险过高，因此决定收手不再做。,交警离开后，道哥发动汽车并低声说‘这买卖不能做了’，表现出对事件的后怕和收手的决定。,Character Understanding,broad_coverage_scene
23,32、文庙外售票窗前，日，外,在被小军劝说不要生孩子时，菁菁表现出怎样的情绪状态？,菁菁表现出冷漠和疏离的情绪状态，她没有回应小军的劝说，继续听歌，并将单子揉成一团扔进纸袋，随后独自打车离开。,菁菁没说话，依旧戴着耳机听歌，把手中的单子揉成一团扔进纸袋里，招手叫来一辆出租车，上车离开。,Character Understanding,broad_coverage_scene
24,47、文庙后墙，夜，外 | 33、文庙展厅内，日，内 | 35、大奔汽车里，日，内 | 46、大奔汽车内，夜，内,麦克在潜入展厅前，通过什么方式获取了展柜和电闸箱等设施的信息？,麦克在车内用笔记本电脑查看了展柜、小便感应器、电铃和电闸箱的照片，以此获取设施信息。,麦克在车内打开黑色笔记本电脑，屏幕上映展出展柜、小便感应器、电铃和电闸箱的照片。,Character Understanding,broad_coverage_event_chain
25,32、文庙外售票窗前，日，外,菁菁在接到道哥给的钱后，表现出怎样的情绪状态？,菁菁表现出冷漠和沉默的情绪状态。,菁菁接过钱后没说话，低头听MP3，脸上没有表情。,Character Understanding,broad_coverage_scene
26,14、展厅内，日，内 | 12、工厂车间，日，内 | 43、文庙门口，夜，外 | 44、文庙展厅内，夜，内 | 45、文庙回廊，夜，外,在包世宏发现展厅有险情之前，他看到哪些异常现象使他警觉？,包世宏看到两张陌生的脸，墙角的两个乞丐冲他笑且眼神不对劲，随后又听到展厅内传来刺耳的电铃声。,包世宏在火光中看见两张陌生面孔和墙角乞丐异常的笑容与眼神，紧接着展厅传来电铃声，促使他立即警觉并采取行动。,Temporal Reasoning,broad_coverage_event_chain
27,43、文庙门口，夜，外 | 50、文庙展厅，夜，内 | 5、工厂外的街道，日，外,包世宏在听到文庙内电铃声后表现出怎样的心理状态？,包世宏感到震惊并立即警觉，意识到有紧急情况发生。,电铃声响起后，包世宏猛地一惊，扔掉烟头并立即呼喊关大门，随后迅速冲向展厅。,Character Understanding,broad_coverage_event_chain
28,23、理发店，日，内 | 27、西餐厅，日，内,在麦克完成剪发后，四眼通过什么动作表现出他对新发型的满意？,四眼站起身走到镜子前打量新发型，并用摩丝整理头发。,剪完发后四眼起身照镜子，并使用摩丝整理发型。,Character Understanding,broad_coverage_event_chain
29,44、文庙展厅内，夜，内 | 45、文庙回廊，夜，外,在追捕过程中，包世宏因什么身体反应导致动作变得迟缓？,包世宏被黑皮一拳打在脸上，眼前一黑，身体晃了一下，导致动作迟缓。,黑皮转身一拳打在包世宏脸上，使他眼前发黑、身体晃动，动作因此变慢。,Character Understanding,broad_coverage_event_chain
30,37、厂长家客厅，日，内（调至外景）或加一场送翡翠自我陶醉。 | 36、游戏厅，日，内,谢小盟在看到写有‘红颜薄命’的纸条后，对菁菁的照片做出了什么具体动作？,他撕下一张翡翠的照片，比划在菁菁照片中脖子的位置。,谢小盟看到纸条内容后，顺手撕下翡翠照片，比划在电脑屏幕中菁菁照片的脖子位置。,Character Understanding,broad_coverage_event_chain
31,14、展厅内，日，内 | 18、厂长家，夜，内,谢小盟在被厂长用拐杖追打时表现出怎样的心理状态？,谢小盟表现出恐惧和自我保护的心理状态，尤其担心面部受伤。,谢小盟抱头躲闪并 repeatedly 喊着‘别打脸，别打脸！’，随后抓起衣服逃跑。,Character Understanding,broad_coverage_event_chain
32,28、一组镜头 | 47、文庙后墙，夜，外 | 33、文庙展厅内，日，内,麦克在潜入文庙前表现出哪些体现其谨慎性格的状态？,麦克在潜入前仔细检查装备并观察环境，表现出高度警觉和周密准备的状态。,他测试剃刀的锋利程度、检查夜行衣弹性、比划微型探头、使用夜视设备并确认周围情况，显示其谨慎行事。,Character Understanding,broad_coverage_event_chain
33,15、工厂院内，日，外 | 29、文庙展厅，日，内 | 5、工厂外的街道，日，外,在发现烟头烫坏展布后，包世宏表现出怎样的心理状态？,包世宏表现出紧张和掩饰的心理状态，他迅速查看周围是否有人注意到事故，并通过调整翡翠位置来遮盖损坏痕迹。,他发现展布被烫坏后左右张望，见无人注意便立即整理展布并调整翡翠位置盖住黑疤,Character Understanding,broad_coverage_event_chain
34,42、文庙展厅内，夜，内 | 43、文庙门口，夜，外,包世宏为什么在听到电铃声后立即让关大门并冲向展厅？,因为包世宏看到陌生面孔和乞丐异常的眼神，结合突然响起的电铃声，判断展厅可能正在遭遇盗窃。,包世宏看到两张陌生脸孔和乞丐不对劲的眼神，随后听到展厅方向传来刺耳电铃声，立刻做出应急反应。,Causal-Motivational Reasoning,broad_coverage_event_chain
35,36、游戏厅，日，内 | 40、医院，日，外,谢小盟在医院门口试图让菁菁上车时，表现出怎样的心理状态？,谢小盟表现出急切、执着且关切的心理状态，他希望通过比划动作和播放录像让菁菁认出自己，并以担心她身体为由劝说她接受帮助。,谢小盟在医院门口拿着鲜花等待菁菁，主动比划动作并播放录像试图唤起她的记忆，同时表达对她身体虚弱的担忧，坚持跟随劝说她上车。,Character Understanding,broad_coverage_event_chain
