id,related_scenes,question,answer,related_context,question_type,question_source
1,19、EXT. THE SANDLOT - DAY,"In [19、EXT. THE SANDLOT - DAY], What emotional state does Scotty experience when the ball approaches him?",Frozen stiff and scared shitless.,"tracks it, frozen stiff. Scared shitless.",Character Understanding,broad_coverage_scene
2,59、EXT. PUBLIC POOL - DAY,Why did the gang tolerate going to the pool?,They lied about seeing Playboy magazines and considered it the next best thing.,We figured the pool was the next best thing to being there.,Causal-Motivational Reasoning,broad_coverage_scene
3,54、INT. TREE HOUSE - NIGHT,Why does something that goes over the fence stay there?,It becomes the property of The Beast forever.,HAM: 'Whatever goes over that fence... stays there.' SQUINTS: 'It becomes the property of The Beast... Forever.',Causal-Motivational Reasoning,broad_coverage_scene
4,51、EXT. MR. MERTLE'S FRONT PORCH - DAY,Why does the policeman mouth 'F-O-R-E-V-E-R'?,Because the V.O. says 'They said... until forever.',"A POLICEMAN 'mouths' the word, 'F-O-R-E-V-E-R.' SQUINTS (V.O.) They said... until forever.",Causal-Motivational Reasoning,broad_coverage_scene
5,20、EXT. THE BLOCK - DUSK,"In [20、EXT. THE BLOCK - DUSK], What decision did Benny make regarding team play?",He refused to play if they couldn't stay together,"Benny told 'em that if they couldn't play together, they shouldn't play at all.",Character Understanding,broad_coverage_scene
6,8、EXT. THE BLOCK - DUSK,"In [8、EXT. THE BLOCK - DUSK], What emotional state does the narrator feel toward the Timmons twins' tree house?",Envy.,Even before I knew any of them I envied that tree house...,Character Understanding,broad_coverage_scene
7,30、EXT. SCOTTY'S HOUSE - DAY,"In [30、EXT. SCOTTY'S HOUSE - DAY], What is Scotty's emotional state when he sits on the porch?",Pitiful and forlorn,Scotty emerges. Sits on the porch. Pitiful and forlorn.,Character Understanding,broad_coverage_scene
8,59、EXT. PUBLIC POOL - DAY,Why did Squints push through the crowd?,Because he couldn't take the lifeguard's oiling and smiling.,Squints: 'I've swum here every summer... lotioning... oiling... smiling. I can't take this no more!',Causal-Motivational Reasoning,broad_coverage_scene
9,7、EXT. THE SANDLOT - DAY,What does HAM say about the duration of their baseball season?,"Fifth grade's history, man. A hundred days of baseball.","HAM: Fifth grade's history, man. A hundred days, man. A Hundred days of baseball.",Character Understanding,broad_coverage_scene
10,33、EXT. REAR OF FIVE & DIME - DAY,How does the gang react when Scotty misidentifies Ham?,"They go silent, spit, and show disapproval",The gang goes SILENT. They spit - they're tough. Scotty dribbles - he's wimpy,Scene Grounding,broad_coverage_scene
11,62、EXT. SANDLOT - SUNSET,What does 'magic hour' refer to in the passage?,"The time of day with soft, golden light.",The Guys play in magic hour.,Scene Grounding,broad_coverage_scene
12,21、EXT./INT. BENNY'S ROOM - NIGHT,"In [21、EXT./INT. BENNY'S ROOM - NIGHT], What is Benny doing at the window?",Clutching a baseball and staring at Scotty's house,"Benny's at the window, clutching a baseball, staring over at Scotty's house.",Character Understanding,broad_coverage_scene
13,24、INT. SCOTTY'S HOUSE - DINING ROOM - DAY,"In [24、INT. SCOTTY'S HOUSE - DINING ROOM - DAY], What is Scotty's emotional state after his mother intervenes?",Embarrassed,Scotty's been 'Mom-embarrassed.',Character Understanding,broad_coverage_scene
14,34、EXT. SANDLOT - DAY,What action does Scotty perform when the ball is hit?,Raises the glove and skippers around as if tracking a falling leaf.,"Scotty who raises the glove, and skippers around, as if he were tracking a falling leaf.",Scene Grounding,broad_coverage_scene
15,3、EXT. ELEMENTARY SCHOOL - DRINKING FOUNTAIN - DAY,What does Benny say when Ham asks to switch spigots?,Do I look stupid?,BENNY Do I look stupid?,Character Understanding,broad_coverage_scene
