id,related_scenes,question,answer,related_context,question_type,question_source
1,7、INT. LEXUS SUV,"In [7、INT. LEXUS SUV], What is Tracy's emotional state during her conversation with Cal?",Unhappy and guilty about cheating,"Tracy states she's unhappy, confesses to sleeping with someone, and expresses guilt",Character Understanding,broad_coverage_scene
2,9、INT. THE WEAVER HOUSE,What does Robbie claim about his feelings for Jessica?,I'm pretty sure you're my soulmate.,ROBBIE: I'm pretty sure you're my soulmate.,Character Understanding,broad_coverage_scene
3,20、INT. CORPORATE APARTMENT - EVENING,What does Cal do when Molly starts crying?,Cal takes Molly's face in his hands and starts tearing up.,"Cal takes Molly's face in his hands, starts tearing up.",Scene Grounding,broad_coverage_scene
4,19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),"In [19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER)], What is Tracy's emotional state when she approaches Cal?",She is crying and experiencing a mid-life crisis.,She's wearing sweats. It's pretty obvious that she's been crying. ... I think I'm have a mid-life crisis maybe.,Character Understanding,broad_coverage_scene
5,28、INT. BAR - NEXT NIGHT,What action does Jacob take when Cal tries to shake Amy's hand?,pulls Cal's hand back,Cal extends his hand. ... JACOB (QUICKLY) Don't. He pulls it back.,Scene Grounding,broad_coverage_scene
6,28、INT. BAR - NEXT NIGHT,What does Cal do while counting his past relationships?,"mumbles to himself, counting it out on one hand, then moves the count to a second hand","Cal thinks. He MUMBLES to himself, counting it out on one hand. ... He smiles at Jacob proudly when he has to move the count to a second hand.",Scene Grounding,broad_coverage_scene
7,19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),"In [19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER)], What is Cal's behavioral state when Tracy tries to comfort him?",He stops himself from comforting her.,Instinct tells him to comfort his wife but he can't anymore and he stops himself.,Character Understanding,broad_coverage_scene
8,62、INT. JESSICA'S BEDROOM - MINUTES LATER,Why does Jessica put the envelope in the drawer when the doorbell rings?,To hide it from the visitor,She quickly puts the envelope in a drawer and heads for the door.,Causal-Motivational Reasoning,broad_coverage_scene
9,53、INT. COFFEE SHOP - MORNING,Why does Jacob switch plates with Hannah?,He notices her longing and wants to share his pancakes.,"Hannah looks longingly at Jacob's plate of pancakes. He notices, switches plates.",Causal-Motivational Reasoning,broad_coverage_scene
10,30、INT. HIGH SCHOOL - HALLWAY - JESSICA,"In [30、INT. HIGH SCHOOL - HALLWAY - JESSICA], What is Robbie's emotional state after receiving the text from Jessica?",crestfallen,"Robbie stares at the screen, crestfallen.",Character Understanding,broad_coverage_scene
11,63、INT. JESSICA'S HOUSE - MOMENTS LATER,"In [63、INT. JESSICA'S HOUSE - MOMENTS LATER], What is written on the note?","Just give me a chance, love David J with 'David J.' crossed out and replaced by 'Robbie'","It reads: 'Just give me a chance, love David J' but the 'David J.' has been crossed out and replaced with 'Robbie.'",Scene Grounding,broad_coverage_scene
12,2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING,"In [2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING], What is Jessica's emotional state when looking at the photo of Cal and Tracy?",Affectionate,She eyes Cal affectionately.,Character Understanding,broad_coverage_scene
13,9、INT. THE WEAVER HOUSE,What does Robbie say he thinks about while masturbating?,I think about you while I do it.,ROBBIE: I think about you while I do it.,Character Understanding,broad_coverage_scene
14,22、INT. SHOPPING MALL - CONTINUOUS ACTION,What does CAL say upon entering?,What the hell am I doing?,CAL What the hell am I doing?,Character Understanding,broad_coverage_scene
15,25、INT. SHOE STORE - CONTINUOUS ACTION,What does Cal say about the situation?,I think this whole thing might have been a bad idea.,CAL I think this whole thing might have been a bad idea.,Character Understanding,broad_coverage_scene
16,8、EXT. STREET - CONTINUOUS ACTION,Why is Cal willing to sign anything Tracy demands?,To stop her from talking about it.,"I'll leave tonight, I'll sign whatever you want me to sign, if you'll just stop talking about it.",Causal-Motivational Reasoning,broad_coverage_scene
17,10、INT. LEXUS SUV - LATER,"In [10、INT. LEXUS SUV - LATER], What is Cal's emotional state as he drives?",Awkward and almost shell-shocked,"Cal drives now. Jessica in the front. Awkward. Finally, Cal starts talking to himself. Almost shell-shocked.",Character Understanding,broad_coverage_scene
