id,related_scenes,question,answer,related_context,question_type,question_source
1,11、INT. PROWLER,Why does Wade insist on calling a professional?,Because his daughter is taken.,"They got Jean here! I give these sons a bitches a million dollars, where's my guarantee they're gonna let her go.",Causal-Motivational Reasoning,broad_coverage_scene
2,10、INT. GUNDERSON HOUSE,Why does Marge suddenly double over and say she might barf?,She is overwhelmed by the crime scene's gruesome details.,"Marge looks up from the car and suddenly doubles over, putting her head between her knees down near the snow.",Causal-Motivational Reasoning,broad_coverage_scene
3,24、INT. WADE'S OFFICE,What does Jerry say about the finder's fee?,"He says he needs the principal, not a finder's fee.","No, see, I don't need a finder's fee, I need - finder's fee's, what, ten percent, heck that's not gonna do it for me. I need the principal.",Character Understanding,broad_coverage_scene
4,22、EXT. CAR,What caused Marge to express concern about Mike?,He was bothering Linda and had psychiatric issues.,VOICE: 'he was bothering Linda... he's been struggling.',Causal-Motivational Reasoning,broad_coverage_scene
5,10、INT. GUNDERSON HOUSE,What caused the high-speed pursuit that ended at the wreck?,The state trooper pulling someone over led to a shooting and subsequent pursuit.,"Marge states, 'we got a state trooper pulls someone over, we got a shooting, and these folks drive by, and we got a high-speed pursuit, ends here.'",Causal-Motivational Reasoning,broad_coverage_scene
6,9、EXT. GUNDERSON HOUSE,"In [9、EXT. GUNDERSON HOUSE], What is Marge's current action?",Making her way down the icy front stoop to her prowler.,Dawn. Marge is making her way down the icy front stoop to her prowler.,Character Understanding,broad_coverage_scene
7,29、INT. CIERA,When does Jean start screaming?,After Grimsrud stubs the cigarette,"Grimsrud takes the cigarette from his mouth and stubs it in his ashtray. We hear... In the back seat, Jean starts screaming.",Temporal Reasoning,broad_coverage_scene
8,25、INT. CAR,What does Carl say about Grimsrud's speech?,That's more'n I've heard you say all week.,CARL Geez. That's more'n I've heard you say all week.,Character Understanding,broad_coverage_scene
9,22、EXT. CAR,Why was Mike pestering Linda according to the phone conversation?,He had psychiatric problems and was struggling.,VOICE: 'Mike's had psychiatric problems.',Causal-Motivational Reasoning,broad_coverage_scene
10,21、EXT. JERRY'S HOUSE,What does the man say about the guy's situation at the lake?,I'm goin' crazy out there at the lake.,"The man recounts the guy saying, 'I'm goin' crazy out there at the lake.'",Character Understanding,broad_coverage_scene
11,17、EXT. HOUSE,"In [17、EXT. HOUSE], What is Wade's behavioral state as described in the passage?",Slams the door and peels out.,"Wade, briefcase in hand, gets into his Cadillac, slams the door and peels out.",Character Understanding,broad_coverage_scene
12,12、EXT. CABIN,What actions does the hooded woman perform as she moves across the snow?,"She lurches, staggers, stumbles, and falls face-first into the snow.","With muffled cries, the hooded woman lurches across the unbroken snow, staggering this way and that, stumbling on the uneven terrain. She stops... lurches out... reels, staggers, and falls face-first into the snow.",Scene Grounding,broad_coverage_scene
13,2、INT. WADE'S OFFICE,"In [2、INT. WADE'S OFFICE], What is Wade's emotional state during the conversation?",Angry,Wade is angry.,Character Understanding,broad_coverage_scene
