id,related_scenes,question,answer,related_context,question_type,question_source
1,29.马路上,"在[29.马路上]中, 卡车驶过的地方是什么样的？",路的两旁垒着中国民众的尸体,路的两旁垒着一层层中国民众的尸体,Scene Grounding,broad_coverage_scene
2,43.楼上，玛多娜和波多野的房间,波多野为何让松本照顾玛多娜？,因为玛多娜一直认为有他就去不了巴黎,"波多野：""她呀，一直认为有我就去不了巴黎……""",Causal-Motivational Reasoning,broad_coverage_scene
3,7.楼下客厅,玛多娜在沙发上做什么？,独自呷着茶，望着旋转唱片,玛多娜坐到沙发上，独自呷着茶，静静地望着旋转着的唱片。,Scene Grounding,broad_coverage_scene
4,65.南八号楼,弘田对波多野的评价是什么？,死抱着这个男人不会有出头之日的,弘田：“死抱着这个男人不会有出头之日的。”,Character Understanding,broad_coverage_scene
5,67.南八号楼,"在[67.南八号楼]中, 舞台最后变成了哪里？",圣露易夜总会,舞台变成了圣露易夜总会,Scene Grounding,broad_coverage_scene
6,10.黄浦江码头附近,"在[10.黄浦江码头附近]中, 波多野的反应是什么？",惊慌并呼救,波多野：（惊）“干什么？” 波多野：“你们到底要干什么？救命啊！救命啊！”,Character Understanding,broad_coverage_scene
7,43.楼上，玛多娜和波多野的房间,波多野为什么决定离开上海？,因为上海没有意义，爵士乐演奏者都回美国了,"波多野：""再说，在这儿再呆下去也没什么意思了……打仗罗，演奏好手们都回美国去了。""",Causal-Motivational Reasoning,broad_coverage_scene
8,53.楼上，窗旁，夜,"在[53.楼上，窗旁，夜]中, 波多野的情绪状态如何？",瞪口呆,波多野目瞪口呆地看着。,Character Understanding,broad_coverage_scene
9,27.圣露易夜总会后门，夜,松本敲门后，门上窗如何反应？,门上窗打开，露出辛格利的脸。,门上窗打开，露出辛格利的脸。,Scene Grounding,broad_coverage_scene
10,9.南八号楼楼下,"在[9.南八号楼楼下]中, 玛多娜捡饼干时有何反应？",露出异样的神色,玛多娜弯腰去拾，突然露出异样的神色……,Character Understanding,broad_coverage_scene
11,44.客厅,玛多娜表达了怎样的决心？,我们俩在上海努力吧……就留在这儿不走了……不走了！,玛多娜：“中尉先生，我们俩在上海努力吧……就留在这儿不走了……不走了！”,Character Understanding,broad_coverage_scene
