id,related_scenes,question,answer,related_context,question_type,question_source
1,6、INT. STARBUCKS COFFEE SHOP - DAY,"In [6、INT. STARBUCKS COFFEE SHOP - DAY], Where is Roberts sitting while reading a newspaper?",In a Starbucks transformed into a high-tech command center,Roberts sits in the Starbucks which has been transformed into a high-tech command center reading a newspaper.,Scene Grounding,broad_coverage_scene
2,2、EXT. STARBUCKS COFFEE SHOP - DAY,When do the helicopters and sirens start relative to Gabriel's actions?,After Gabriel dons the shades and crosses the sidewalk,"Gabriel dons a pair of hip little shades, then continues across the sidewalk and into the street. He nonchalantly looks up. Suddenly the THUMP of HELICOPTERS...",Temporal Reasoning,broad_coverage_scene
3,1、INT. STARBUCKS COFFEE SHOP - MORNING,What action does Gabriel perform after his monologue about the hypothetical movie scenario?,"He sits, letting the pictures sink in.","He sits, letting the pictures sink in, then: Gabriel",Scene Grounding,broad_coverage_scene
4,29、INT. LIVING ROOM - DAY,Why is Stanley avoiding touching a computer?,Because it would send him to Leavenworth.,"You're wasting your time. I even touch a computer, I go straight to Leavenworth",Causal-Motivational Reasoning,broad_coverage_scene
5,32、INT. STANLEY'S TRAILER - ANGLE - STANLEY,"In [32、INT. STANLEY'S TRAILER - ANGLE - STANLEY], What is Stanley's emotional state after the phone call?","Furious and distressed, physically lashing out.","Stanley freaks, beats the receiver against the fridge, again, and again. Then, he calmly hangs up the phone.",Character Understanding,broad_coverage_scene
6,32、INT. STANLEY'S TRAILER - ANGLE - STANLEY,"In [32、INT. STANLEY'S TRAILER - ANGLE - STANLEY], What is Melissa's emotional state during the conversation?","Angry and resolute, maintaining control.",She regains control. Her voice is accentless once again... She is now downright icy.,Character Understanding,broad_coverage_scene
7,17、EXT. BANK - SAME TIME,"In [17、EXT. BANK - SAME TIME], What is the mercenary's physical condition after being shot?",He is critically injured and drops after being shot.,BULLETS RIPPING into him. He drops.,Character Understanding,broad_coverage_scene
8,19、EXT. BANK - DAY,"In [19、EXT. BANK - DAY], What is the hostage's emotional state when she runs back toward the bank?",Hysterical,"Hysterical, the hostage runs back toward the bank",Character Understanding,broad_coverage_scene
9,17、EXT. BANK - SAME TIME,"In [17、EXT. BANK - SAME TIME], What is the SWAT team's objective in this scene?",To rescue the woman.,"one of the team jumps out, in an attempt to rescue the woman.",Character Understanding,broad_coverage_scene
10,54、INT. PRAGUE NIGHTCLUB - NIGHT,"In [54、INT. PRAGUE NIGHTCLUB - NIGHT], Where is the scene set?","A huge, lavish, converted theater in downtown Los Angeles","A huge, lavish, converted theater in downtown Los Angeles",Scene Grounding,broad_coverage_scene
11,33、EXT. STANLEY'S TRAILER - DAY,How does Ginger present the money to Stanley?,Opens a manila envelope and dumps rubber-banded hundreds onto the ground,She pulls out a large manila envelope. Opens it and dumps the rubber-banded stacks of hundreds onto the ground.,Scene Grounding,broad_coverage_scene
12,59、EXT. GABRIEL'S HOUSE - POOL - NIGHT,What action is depicted in the close-up of Stanley?,He stares off into the glittering lights of L.A.,CLOSEUP - STANLEY. Stanley stares off into the glittering lights of L.A.,Scene Grounding,broad_coverage_scene
13,28、INT. KITCHEN,What does Ginger say about Stanley's place?,"This is not a nice place you have here, Stanley","This is not a nice place you have here, Stanley",Scene Grounding,broad_coverage_scene
