id,related_scenes,question,answer,related_context,question_type,question_source
1,63 BACK IN CAMP 63,"In [63 BACK IN CAMP 63], What does Tuvia mean by 'We are not thieves. Or murderers. We may be hunted like animals but we will not become animals.'?",They will survive without losing their humanity or moral principles.,We are not thieves. Or murderers. We may be hunted like animals but we will not become animals.,Character Understanding,broad_coverage_scene
2,4 THE VILLAGE OF NALIBOKI 4,"In [4 THE VILLAGE OF NALIBOKI 4], What are Einsatzgruppen as mentioned in the passage?",Mobile killing squads assisted by local police in rounding up Jews.,"German Einsatzgruppen, mobile killing squads, round up Jews.",Scene Grounding,broad_coverage_scene
3,5 TWO MEN HIDE IN THE NEARBY WOODS (ZUS & ASAEL BIELSKI) 5,What emotions are visible on the characters' faces in the scene?,"Impotent rage, terrible fear, overwhelming grief, and secret relief.","We study their faces: a turbulent portrait of impotent rage, terrible fear, overwhelming grief, and secret relief.",Character Understanding,broad_coverage_scene
4,26 IN THE LOFT 26,What is Tuvia's emotional state when listening to the talk about his parents' death?,Distressed and pained by the casual discussion of his parents' death.,Tuvia listens to this casual talk of his parent's death.,Character Understanding,broad_coverage_scene
5,8 A MODEST MILL - LATER THAT DAY 8,What does Asael's utterance suggest about his relationship to the person he addresses?,"Asael refers to the person as 'Papa,' indicating a father-child relationship.","Asael says, 'Papa-- Gottenyu...'",Character Understanding,broad_coverage_scene
6,13 LATER - THE NALIBOCKI FOREST - A LOAF OF STALE BREAD 13,What is Asael's emotional attitude toward his older brother Tuvia?,Asael worships his big brother.,Asael worships his big brother.,Character Understanding,broad_coverage_scene
7,7 A BOURGEOIS APARTMENT -- DAY 7,What does Rifka suggest she and Tuvia can do to avoid the ghetto?,Get false papers and pass as gentiles.,RIFKA: I can get false papers and pass as a gentile. So can you.,Character Understanding,broad_coverage_scene
8,14 POURING RAIN - A NEW HIDE-OUT (CAMP #1) 14,What does Zus's dialogue reveal about his current behavioral state?,"Defiant and aggressive, willing to steal and confront authority.",ZUS: Fuck the dogs. We...Take...It. I have run from the police my whole life.,Character Understanding,broad_coverage_scene
9,30 A FOREST TRAIL - DAY 30,Why does Shimon say his resolve has been shaken?,Because recent events have challenged his certainty about teaching the right way to live.,"My whole life I presumed to teach others the right way to live. I had no doubt: this is God's way, this isn't. You'll forgive me if recent events have somewhat shaken my resolve.",Character Understanding,broad_coverage_scene
10,30 A FOREST TRAIL - DAY 30,What causes Tuvia to invite Shimon to join the followers?,Shimon's admission of doubt and vulnerability moves Tuvia to offer him companionship and inclusion.,"Tuvia touches Shimon and says, 'Teacher...Come... Come,' then gestures to the followers and says, 'Please.'",Causal-Motivational Reasoning,broad_coverage_scene
11,37 A FOREST TRAIL - STILL RAINING 37,What emotional state is Tuvia in when he speaks to the Lord?,Guilt-ridden and seeking forgiveness for having killed.,"Tuvia says, 'Lord of the universe, forgive me, I have murdered -- but they were monsters and did not deserve to live.'",Character Understanding,broad_coverage_scene
12,1 NEW YORK CITY - PARK AVENUE - NIGHT - 1982 1,Why does the elderly man stare at the cabby's hack license?,He recognizes the last name 'Bielski' and seems to have a past connection with the cabby.,"The elderly man stares at the cabby's hack license with the last name 'Bielski' and says, 'Can it be? Bielski. Can it possibly be?'",Causal-Motivational Reasoning,broad_coverage_scene
13,1 NEW YORK CITY - PARK AVENUE - NIGHT - 1982 1,What is the relationship between the elderly man's reaction and the cabby's response?,"The cabby avoids eye contact at first, then looks back, suggesting shared recognition or a hidden history.","After the elderly man asks if the cabby is Bielski, the cabby looks away and then back, indicating a mutual, unspoken recognition.",Causal-Motivational Reasoning,broad_coverage_scene
14,42 MOMENTS LATER - JUST OUTSIDE OF CAMP -- 42,How does Tuvia feel about becoming like their enemies?,He is strongly opposed and fearful.,TUVIA: We cannot become...like them.,Character Understanding,broad_coverage_scene
15,41 LATER - BY THE FIRE 41,What is Zus's emotional state when he speaks about killing Germans?,"Determined and intense, as shown by his bloodied face and challenging statement.","They stare up at him, his face a mask of blood and filth. ZUS (CONT'D) We will kill all the Germans you can handle. Starting tonight. If you're not afraid to use that rifle.",Character Understanding,broad_coverage_scene
16,40A ANOTHER DAY (CAMP #1) 40A,What emotional state is Zus in after learning about his family?,He is overwhelmed with grief and sobs uncontrollably.,Zus's shoulders begin to heave. Soon his body convulses with deep wracking sobs. He is absolutely unself-conscious in his grief.,Character Understanding,broad_coverage_scene
17,51 IN THE DITCH - ZUS 51,What physical action does Zus take immediately after leaping up in the ditch?,Brandishes the knife and stabs the Sergeant.,"ZUS LEAPS UP brandishing the KNIFE. He's on the Sergeant before he can get the gun off his shoulder. Stabbing him through his greatcoat, the BLADE BREAKS OFF IN HIS HAND.",Scene Grounding,broad_coverage_scene
18,62 THE FOREST CAMP - DAWN 62,What does Shimon quote from the Talmud to Tuvia about saving a life?,"If you save a life, you must take responsibility for it.",SHIMON The Talmud says if you save a life you must take responsibility for it.,Character Understanding,broad_coverage_scene
19,62 THE FOREST CAMP - DAWN 62,What does Zus believe should happen to Lazar for letting Ben Zion pass undetected?,He should be shot if they were real partisans.,ZUS If we were real partisans he'd be shot.,Character Understanding,broad_coverage_scene
20,70 A FOREST TRAIL 70,Why does Zus offer to teach Bella how to swim?,Because Bella says she cannot swim and Chaya saved her from a bog.,Bella says she can't swim at all and Chaya saved her from a bog; Zus responds by offering to teach her.,Causal-Motivational Reasoning,broad_coverage_scene
21,101B BACK TO TUVIA ON HORSEBACK 101B,What does Tuvia claim the rifle represents?,Bar Kochba's spear and Ehud's sword.,This is not a gun. It is Bar Kochba's spear. It is Ehud's sword.,Character Understanding,broad_coverage_scene
22,119 IN THE TRUCK (TRAVELING) 119,What does 'malbushim' refer to in the context of the dialogue?,People who live because fighters die to protect them.,"Fighters die so that malbushim may live, that's what you believe, yes?",Scene Grounding,broad_coverage_scene
23,117 INTERCUT - FLASHES OF WHAT IS HAPPENING INSIDE... 117,What sequence of actions occurs immediately after the policeman shoots Krensky?,Ben Zion whirls and kills the policeman who shot Krensky.,Ben Zion whirls and kills him.,Scene Grounding,broad_coverage_scene
24,109E A STABLE - NIGHT 109E,"What does Zus believe Jews are good at, according to his statement?",Dying.,"ZUS: 'A Jew can't drink, a Jew can't fight.' What is it we are good at, Viktor? Dying. That is what we are good at.",Character Understanding,broad_coverage_scene
25,109E A STABLE - NIGHT 109E,"In [109E A STABLE - NIGHT 109E], What does Zus call Tuvia Bielski when referring to him?","The Great Tuvia Bielski, Savior of the Jews and all around Big Shit.",ZUS: I know who you mean... The Great Tuvia Bielski. Savior of the Jews and all around Big Shit.,Character Understanding,broad_coverage_scene
26,120 A MOURNER'S CIRCLE IN THE TREES 120,How does Shimon describe the group's emotional and physical state during his speech?,"They have no more prayers, tears, or blood left.","We have no more prayers, no more tears. We have run out of blood.",Character Understanding,broad_coverage_scene
27,120 A MOURNER'S CIRCLE IN THE TREES 120,What does Shimon ask God to do regarding the group's holiness?,Take back the gift of their holiness.,Grant us but one more blessing -- Take back the gift of our holiness.,Character Understanding,broad_coverage_scene
28,"137 A GERMAN SS SCOUT, HANDS TIED BEHIND HIS BACK 137",What does 'Passover' refer to in the context of the documents found on the German courier?,The day the assault on the forest is set to begin.,Assault begins in two days. Passover. How fitting.,Scene Grounding,broad_coverage_scene
29,151 AT THE ENTRY WAY TO A ZEMYLANKA 151,What does Malbin shout to make the group start moving?,The Cossacks are coming!,MALBIN (CONT'D) THE COSSACKS ARE COMING!,Character Understanding,broad_coverage_scene
30,123A INT. PANCHENKO'S TENT -- MOMENTS LATER 123A,Why does Zus confront Gramov and the others in the scene?,Because Gramov beat Comrade Lova for being Jewish.,"Zus reports that Gramov beat Comrade Lova for no reason, and Gramov states the reason was that Lova is a Jew.",Causal-Motivational Reasoning,broad_coverage_scene
31,123A INT. PANCHENKO'S TENT -- MOMENTS LATER 123A,What causes Panchenko to reprimand Gramov during the conversation?,"Zus states that anti-semitism violates Party discipline, prompting Panchenko to demand an apology.","After Zus declares anti-semitism a violation of Party discipline, Panchenko tells Gramov to apologize to Lova.",Causal-Motivational Reasoning,broad_coverage_scene
32,122A IN HIS ZEMYLANKA - LATER 122A,What does Tuvia express about the people around him while he is sick?,He says they look at him with pasty faces and should starve since they're all going to die anyway.,"TUVIA ...the way they look at me... with their pasty faces. Let them starve, we're all going to die out here anyway.",Character Understanding,broad_coverage_scene
33,122A IN HIS ZEMYLANKA - LATER 122A,What does Shimon believe about leaders in society?,"He believes society cannot function without leaders and that without them, people falter.","SHIMON But what is society without leaders. Without leaders, we falter.",Character Understanding,broad_coverage_scene
34,131 THE SUNSHINE IS WARM 131,Why does Tamara refuse to bathe with the other women?,She is pregnant and does not want others to find out.,Tamara says she can't join because she's pregnant and has kept it hidden.,Causal-Motivational Reasoning,broad_coverage_scene
35,131 THE SUNSHINE IS WARM 131,What causes Tamara to feel afraid of Tuvia finding out about her pregnancy?,"She was raped by a man who pretended to be a Partisan, and fears Tuvia's reaction.",Tamara reveals she was assaulted while escaping and is terrified of Tuvia discovering the truth.,Causal-Motivational Reasoning,broad_coverage_scene
36,140 VIKTOR AND TUVIA 140,What does Viktor unfold from his pocket to show Tuvia?,A paper flyer with a wanted poster offering fifty thousand marks for Tuvia's capture.,Viktor unfolds a paper flyer from his pocket... The Germans are offering fifty thousand marks for information leading to your capture.,Scene Grounding,broad_coverage_scene
37,141 LATER - A SPOTTER PLANE BUZZES HIGH ABOVE - HUNTING 141,What does Viktor say is the reason for the sacrifice of Tuvia's camp?,So we can keep fighting. Everyone must sacrifice in the struggle.,VIKTOR: No. So we can keep fighting. Everyone must sacrifice in the struggle.,Character Understanding,broad_coverage_scene
38,141 LATER - A SPOTTER PLANE BUZZES HIGH ABOVE - HUNTING 141,What does Viktor call Zus's concern for his brothers and what does he label it as?,He calls it Jewish sentimentality and labels it as counter-revolutionary.,"Your Jewish sentimentality is heart-warming, but counter-revolutionary.",Character Understanding,broad_coverage_scene
