id,related_scenes,question,answer,related_context,question_type,question_source
1,64、INT. SHOWER ROOM - SAME NIGHT,Why does Jim become angry when Patricia reveals she called his house?,Because she exposed his lie about his father's death.,"Patricia: 'You didn't really think you'd get away with that, Morrison. An Admiral in the United States Navy...'",Causal-Motivational Reasoning,broad_coverage_scene
2,28、INT. BACKSTAGE - THE FOG - THAT NIGHT,What does Jim say about the audience's desire for suffering?,"The greater the suffering, the more terrible the events, the greater the pleasure. They want it, it's catharsis. Like the ancient Greeks.","JIM (explains it, gentle) The greater the suffering, the more terrible the events, the greater the pleasure Jerry. They want it, it's catharsis. Like the ancient Greeks.",Character Understanding,broad_coverage_scene
3,66、INT. NEW HAVEN STAGE - THAT NIGHT,What causes the Kids to jeer more at the cops?,The cops' apparent impotence during the confrontation.,Their apparent impotence brings redoubled jeering from the Kids.,Causal-Motivational Reasoning,broad_coverage_scene
4,57、INT. ROOM - LIMBO,Why does the Count recognize Jim?,Because he saw Jim at Ondine's with Bobby and Jimmy.,I see you at Ondine's with Bobby and Jimmy.,Causal-Motivational Reasoning,broad_coverage_scene
5,64、INT. SHOWER ROOM - SAME NIGHT,What causes Patricia to confront Jim about his father's identity?,She discovered his father is alive and an Admiral.,Patricia: 'Your Dad's a Deputy Chief of Operations...' and Jim's reaction to her phone call.,Causal-Motivational Reasoning,broad_coverage_scene
6,23、EXT. VENICE BEACH - DAY,What does Jim suggest doing with Tijuana acid?,Start a religion or plan a murder.,Jim: 'Then we'll start a religion or plan a murder or go to Tijuana.',Character Understanding,broad_coverage_scene
7,15、EXT. SPEEDING CAR - NIGHT,"In [15、EXT. SPEEDING CAR - NIGHT], What is Jim's emotional state during the scene?",Screaming and laughing like a maniac,"Screaming, laughing like a maniac",Character Understanding,broad_coverage_scene
8,12、EXT. TURKEY JOINT WEST - NIGHT,"In [12、EXT. TURKEY JOINT WEST - NIGHT], What action does Jim take when considering his thoughts?","He slows, a dramatic young lion pose, surveying the girls.","He slows, a dramatic young lion pose, surveying the girls.",Character Understanding,broad_coverage_scene
9,19、EXT. VENICE BEACH - NIGHT,"In [19、EXT. VENICE BEACH - NIGHT], What is Pam's emotional state during her conversation with Jim?",Upset and crying,I've been real upset... She breaks into sobs,Character Understanding,broad_coverage_scene
10,19、EXT. VENICE BEACH - NIGHT,"In [19、EXT. VENICE BEACH - NIGHT], What is Jim's behavioral state when Pam is upset?",Comforting her by hugging and stroking her hair,He hugs her... strokes her hair affectionately,Character Understanding,broad_coverage_scene
11,14、INT. RAY'S CAR - FREEWAY - NIGHT,"In [14、INT. RAY'S CAR - FREEWAY - NIGHT], What is Jim's behavioral state?",Recklessly attempting to drive the car,"reaching over the wheel to try to drive the car, crawling out of the car",Character Understanding,broad_coverage_scene
12,65、INT. BACKSTAGE CORRIDOR - SAME NIGHT,Why does Siddons block the cops?,To prevent Jim's arrest.,Are you NUTS! ... I'm going to have to issue a warrant for his arrest.,Causal-Motivational Reasoning,broad_coverage_scene
13,26、EXT. LONDON FOG - NIGHT,How does the girl respond when asked for her ID?,She claims to be on the list despite forgetting it.,GIRL Oh please. I forgot my I.D.. I'm on the list.,Scene Grounding,broad_coverage_scene
