id,related_scenes,question,answer,related_context,question_type,question_source
1,56、INT. BAR -- DAY,Why does Damon believe staying free is harder than escaping?,Because avoiding detection and maintaining freedom requires constant vigilance.,Escaping is easy; the hardest part is staying free.,Causal-Motivational Reasoning,broad_coverage_scene
2,15、INT. BRENNAN HOUSE - FOYER,"In [15、INT. BRENNAN HOUSE - FOYER], What emotional state is Luke in?",He is scared after seeing the police.,LUKE sees the police rush past him and gets scared.,Character Understanding,broad_coverage_scene
3,32、INT. COUNTY JAIL - VISITING BOOTHS -- DAY,What does John try to communicate by nodding to Lara?,He wants her to pick up her phone.,John fights to keep his smile and nods for her to pick up her phone,Character Understanding,broad_coverage_scene
4,28、EXT. BRENNAN HOUSE - GARAGE AND ALLEY -- MORNING,What does 'cap vs. bottle' refer to in the passage?,The distinction between recyclable bottles and non-recyclable caps.,They won't recycle these unless you take off the cap. (cap vs. bottle) This is trash. This is recyclable.,Scene Grounding,broad_coverage_scene
5,32、INT. COUNTY JAIL - VISITING BOOTHS -- DAY,What does Lara's reaction indicate about her understanding?,She recognizes the verdict on John's face.,"Lara sees something in his face and doesn't pick up her phone, just stares at him",Character Understanding,broad_coverage_scene
6,46、INT. UNIVERSITY HOSPITAL - SEVENTH FLOOR -- NIGHT,What caused Dr. Becsey to share a look with the nurse after John's statement?,John revealed his wife's suicide attempt.,JOHN: My wife attempted suicide.,Causal-Motivational Reasoning,broad_coverage_scene
7,46、INT. UNIVERSITY HOSPITAL - SEVENTH FLOOR -- NIGHT,Why is John determined to see his wife despite the nurse's refusal?,She attempted suicide.,JOHN: My wife attempted suicide.,Causal-Motivational Reasoning,broad_coverage_scene
8,33、EXT. GRACE AND GEORGE'S HOUSE -- DAY,"In [33、EXT. GRACE AND GEORGE'S HOUSE -- DAY], What is John's emotional state in the scene?",Trying to pull himself together,"John sits in his car, trying to pull himself together.",Character Understanding,broad_coverage_scene
9,24、INT. COUNTY JAIL - CONTACT VISITING ROOM -- DAY,What does Lara ask John about his letters?,Is Daddy reading you my letters?,LARA Is Daddy reading you my letters?,Character Understanding,broad_coverage_scene
10,50、INT. LUKE'S ROOM -- NIGHT,Why is Luke staring at the jar?,He is lost in confused thoughts of his mother.,"Luke lie awake, staring at the jar, lost in confused thoughts of his mother.",Causal-Motivational Reasoning,broad_coverage_scene
11,56、INT. BAR -- DAY,What causes guards to make mistakes according to Damon?,Their complacency from performing the same routine daily.,"Guards get comfortable doing the same thing every day. Something happens where they have to think, adapt.",Causal-Motivational Reasoning,broad_coverage_scene
12,51、INT. BRENNAN HOUSE - KITCHEN -- NIGHT,"In [51、INT. BRENNAN HOUSE - KITCHEN -- NIGHT], What is John's emotional state after failing to find the tool?",Frustrated and feeling destroyed and needy,"the harder he searches the more he becomes frustrated, until he slams the drawer and leans on the counter, feeling destroyed and needy",Character Understanding,broad_coverage_scene
13,53、INT. COMMUNITY COLLEGE - JOHN'S CLASSROOM -- DAY,What causes the triumph of irrationality in the book according to John?,Rational thought destroying the soul,It is about how rational thought destroys the soul. It is about the triumph of irrationality,Causal-Motivational Reasoning,broad_coverage_scene
14,3、EXT. STEAK HOUSE PARKING LOT -- NIGHT,"In [3、EXT. STEAK HOUSE PARKING LOT -- NIGHT], What is Lara's emotional state when she and John step into the foreground?",Still fuming,Lara still fuming,Character Understanding,broad_coverage_scene
